,Title,Year,Genres,Language,Country,Content Rating,Duration,Aspect Ratio,Budget,Gross Earnings,Director,Actor 1,Actor 2,Actor 3,Facebook Likes - Director,Facebook Likes - Actor 1,Facebook Likes - Actor 2,Facebook Likes - Actor 3,Facebook Likes - cast Total,Facebook likes - Movie,Facenumber in posters,User Votes,Reviews by Users,Reviews by Crtiics,IMDB Score,Net Earnings
111,Pierrot le Fou ,1965,Crime|Drama|Romance,French,France,Not Rated,110,2.35,300000.0,3.0,Jean-Luc Godard,Jean-Paul Belmondo,Anna Karina,Graziella Galvani,0,710,257,0.0,967,2000,1,19386,74,96.0,7.7,-299997.0
112,The Greatest Story Ever Told ,1965,Biography|Drama|History,English,USA,G,225,2.76,20000000.0,8000000.0,George Stevens,Martin Landau,Carroll Baker,José Ferrer,126,940,208,202.0,1934,1000,6,6484,100,27.0,6.6,-12000000.0
113,The Party's Over ,1965,Drama,English,UK,3,94,1.37,3.0,3.0,Guy Hamilton,Oliver Reed,Eddie Albert,Louise Sorel,82,694,196,47.0,964,32,1,340,7,12.0,7.3,0.0
114,The Sound of Music ,1965,Biography|Drama|Family|Musical|Romance,English,USA,G,174,2.35,8200000.0,163214286.0,Robert Wise,Eleanor Parker,Angela Cartwright,Nicholas Hammond,338,354,209,195.0,1495,15000,3,148172,406,119.0,8.0,155014286.0
115,Thunderball ,1965,Action|Adventure|Thriller,English,UK,Approved,130,2.35,9000000.0,63600000.0,Terence Young,Desmond Llewelyn,Earl Cameron,Lois Maxwell,92,244,189,177.0,1164,0,1,82073,275,129.0,7.0,54600000.0
116,A Funny Thing Happened on the Way to the Forum ,1966,Comedy|Musical,English,USA,Approved,99,1.85,2000000.0,3.0,Richard Lester,Buster Keaton,Zero Mostel,Phil Silvers,44,907,164,137.0,1807,805,0,6804,72,25.0,7.0,-1999997.0
117,A Man for All Seasons ,1966,Biography|Drama|History,English,UK,Approved,120,1.66,2000000.0,3.0,Fred Zinnemann,Robert Shaw,Susannah York,Paul Scofield,160,559,269,94.0,1238,2000,0,23713,167,62.0,7.9,-1999997.0
118,Batman: The Movie ,1966,Adventure|Comedy|Family,English,USA,Approved,105,1.85,1377800.0,3.0,Leslie H. Martinson,Burgess Meredith,Cesar Romero,Burt Ward,7,1000,370,356.0,2658,0,1,22975,155,53.0,6.5,-1377797.0
119,Harper ,1966,Action|Crime|Drama|Mystery|Thriller,English,USA,Not Rated,121,2.35,3500000.0,3.0,Jack Smight,Janet Leigh,Robert Wagner,Shelley Winters,22,606,481,367.0,2402,470,1,5941,74,22.0,7.0,-3499997.0
120,"The Good, the Bad and the Ugly ",1966,Western,Italian,Italy,Approved,142,2.35,1200000.0,6100000.0,Sergio Leone,Clint Eastwood,Luigi Pistilli,Enzo Petito,0,16000,34,24.0,16089,20000,3,503509,780,181.0,8.9,4900000.0
121,Torn Curtain ,1966,Thriller,English,USA,Approved,128,1.85,6000000.0,3.0,Alfred Hitchcock,Tamara Toumanova,Lila Kedrova,David Opatoshu,13000,18,16,14.0,70,933,1,18656,137,64.0,6.7,-5999997.0
122,In Cold Blood ,1967,Biography|Crime|Drama|History,English,USA,Approved,134,2.35,3500000.0,3.0,Richard Brooks,John Forsythe,Robert Blake,Will Geer,174,255,220,188.0,970,0,1,19026,128,79.0,8.0,-3499997.0
123,Point Blank ,1967,Crime|Thriller,English,USA,Approved,92,2.35,3000000.0,3.0,John Boorman,Lee Marvin,Angie Dickinson,Carroll O'Connor,128,756,754,480.0,2715,3000,0,13640,128,87.0,7.4,-2999997.0
124,The Torture Chamber of Dr. Sadism ,1967,Horror|Mystery,German,West Germany,M,80,1.66,3.0,3.0,Harald Reinl,Christopher Lee,Lex Barker,Karin Dor,2,16000,57,51.0,16110,200,0,952,36,38.0,6.0,0.0
125,You Only Live Twice ,1967,Action|Adventure|Thriller,English,UK,Approved,117,2.35,9500000.0,43100000.0,Lewis Gilbert,Donald Pleasence,Burt Kwouk,Desmond Llewelyn,43,742,462,244.0,2127,0,0,75280,267,130.0,6.9,33600000.0
126,2001: A Space Odyssey ,1968,Adventure|Mystery|Sci-Fi,English,UK,G,161,2.2,12000000.0,56715371.0,Stanley Kubrick,Keir Dullea,Gary Lockwood,Glenn Beck,0,273,117,73.0,727,24000,0,427357,1736,285.0,8.3,44715371.0
127,Barbarella ,1968,Adventure|Comedy|Fantasy|Sci-Fi,English,France,PG,98,2.35,9000000.0,3.0,Roger Vadim,Jane Fonda,David Hemmings,Milo O'Shea,35,949,178,170.0,1510,0,2,24436,186,107.0,5.9,-8999997.0
128,Charly ,1968,Drama|Romance|Sci-Fi,English,USA,PG,103,2.35,3.0,3.0,Ralph Nelson,Cliff Robertson,Dick Van Patten,Claire Bloom,17,754,605,113.0,1567,785,0,4998,55,32.0,7.1,0.0
129,Hang 'Em High ,1968,Western,English,USA,M,114,1.85,1800000.0,3.0,Ted Post,Clint Eastwood,Bruce Dern,Alan Hale Jr.,57,16000,844,426.0,18263,0,3,25472,109,26.0,7.0,-1799997.0
130,Night of the Living Dead ,1968,Drama|Horror|Mystery,English,USA,Unrated,96,1.85,114000.0,3.0,George A. Romero,Judith O'Dea,Duane Jones,S. William Hinzman,0,125,108,56.0,403,0,5,87978,580,284.0,8.0,-113997.0
131,Night of the Living Dead ,1968,Drama|Horror|Mystery,English,USA,Unrated,96,1.85,114000.0,3.0,George A. Romero,Judith O'Dea,Duane Jones,S. William Hinzman,0,125,108,56.0,403,0,5,87978,580,284.0,8.0,-113997.0
132,Oliver! ,1968,Drama|Family|Musical,English,UK,G,153,2.35,10000000.0,16800000.0,Carol Reed,Oliver Reed,Ron Moody,Jack Wild,82,695,275,139.0,1593,0,1,25303,138,56.0,7.5,6800000.0
133,Once Upon a Time in the West ,1968,Western,English,Italy,PG-13,145,2.35,5000000.0,3.0,Sergio Leone,Claudia Cardinale,Woody Strode,Jack Elam,0,973,423,392.0,2589,10000,1,216005,565,164.0,8.6,-4999997.0
134,Rosemary's Baby ,1968,Drama|Horror,English,USA,R,136,1.85,2300000.0,3.0,Roman Polanski,John Cassavetes,Mia Farrow,Charles Grodin,2000,917,563,449.0,2997,13000,0,140527,447,215.0,8.0,-2299997.0
135,Shalako ,1968,Western,English,UK,PG,113,2.35,1455000.0,3.0,Edward Dmytryk,Brigitte Bardot,Woody Strode,Honor Blackman,74,984,423,387.0,2140,209,2,1978,41,10.0,5.5,-1454997.0
136,"Yours, Mine and Ours ",1968,Comedy|Family,English,USA,Unrated,111,1.85,2500000.0,3.0,Melville Shavelson,Lucille Ball,Tom Bosley,Tim Matheson,5,6000,584,559.0,7493,0,0,5888,61,8.0,7.2,-2499997.0
137,Butch Cassidy and the Sundance Kid ,1969,Biography|Crime|Drama|Western,English,USA,M,110,2.35,6000000.0,102308900.0,George Roy Hill,Katharine Ross,Ted Cassidy,Kenneth Mars,131,640,566,399.0,2169,0,1,152089,309,130.0,8.1,96308900.0
138,Machine Gun McCain ,1969,Crime|Drama|Thriller,English,Italy,GP,96,2.35,3.0,3.0,Giuliano Montaldo,John Cassavetes,Gena Rowlands,Britt Ekland,4,917,545,199.0,1827,85,0,618,12,28.0,6.2,0.0
139,Midnight Cowboy ,1969,Drama,English,USA,X,113,1.85,3600000.0,3.0,John Schlesinger,Brenda Vaccaro,Barnard Hughes,John McGiver,154,183,89,77.0,465,0,2,76616,334,88.0,7.9,-3599997.0
140,Mississippi Mermaid ,1969,Crime|Drama|Romance,French,France,R,123,2.35,1600000.0,26893.0,François Truffaut,Catherine Deneuve,Jean-Paul Belmondo,Michel Bouquet,0,963,710,21.0,1694,278,0,4391,26,35.0,7.2,-1573107.0
141,On Her Majesty's Secret Service ,1969,Action|Adventure|Thriller,English,UK,M,142,2.35,7000000.0,22800000.0,Peter R. Hunt,Telly Savalas,George Lazenby,Desmond Llewelyn,13,803,314,244.0,1769,0,2,59941,452,143.0,6.8,15800000.0
142,Paint Your Wagon ,1969,Comedy|Drama|Musical|Romance|Western,English,USA,PG-13,158,2.35,20000000.0,3.0,Joshua Logan,Clint Eastwood,Lee Marvin,Ray Walston,32,16000,756,417.0,17775,0,3,9352,106,20.0,6.7,-19999997.0
143,Sweet Charity ,1969,Comedy|Drama|Music|Musical|Romance,English,USA,G,154,2.35,20000000.0,3.0,Bob Fosse,Sammy Davis Jr.,Ricardo Montalban,Ben Vereen,189,683,641,388.0,2172,548,0,3454,64,15.0,7.0,-19999997.0
144,The Stewardesses ,1969,Comedy|Drama,English,USA,X,93,1.37,100000.0,3.0,Al Silliman Jr.,Christina Hart,Nancy Ison,William Condos,0,12,12,0.0,24,17,0,161,5,21.0,4.0,-99997.0
145,The Wild Bunch ,1969,Action|Adventure|Western,English,USA,R,144,2.35,6244087.0,3.0,Sam Peckinpah,William Holden,Warren Oates,L.Q. Jones,541,682,288,242.0,2379,0,1,63192,287,147.0,8.0,-6244084.0
146,Topaz ,1969,Drama|Thriller,English,USA,M,127,1.85,4000000.0,3.0,Alfred Hitchcock,Roscoe Lee Browne,John Vernon,Philippe Noiret,13000,204,187,148.0,753,414,0,12677,89,50.0,6.3,-3999997.0
147,Beneath the Planet of the Apes ,1970,Action|Adventure|Sci-Fi,English,USA,G,95,2.35,3000000.0,3.0,Ted Post,Linda Harrison,Gregory Sierra,Victor Buono,57,220,162,158.0,1186,0,0,32378,150,78.0,6.1,-2999997.0
148,Beyond the Valley of the Dolls ,1970,Comedy|Drama|Music,English,USA,X,109,2.35,900000.0,9000000.0,Russ Meyer,Charles Napier,Cynthia Myers,Harrison Page,199,503,46,44.0,731,0,8,7584,137,101.0,6.2,8100000.0
149,Catch-22 ,1970,Comedy|Drama|War,English,USA,R,122,2.35,18000000.0,3.0,Mike Nichols,Bob Newhart,Bob Balaban,Martin Balsam,0,643,559,191.0,2032,0,0,17277,124,45.0,7.2,-17999997.0
150,Cotton Comes to Harlem ,1970,Action|Comedy,English,USA,R,97,1.85,1200000.0,3.0,Ossie Davis,Redd Foxx,Cleavon Little,Calvin Lockhart,282,586,434,148.0,1581,477,1,1172,27,30.0,6.6,-1199997.0
151,Darling Lili ,1970,Comedy|Drama|Musical|Romance|War,English,USA,G,143,2.35,25000000.0,5000000.0,Blake Edwards,Rock Hudson,Vernon Dobtcheff,Jeremy Kemp,688,638,50,42.0,788,104,2,1547,50,22.0,6.2,-20000000.0
152,Patton ,1970,Biography|Drama|War,English,USA,GP,172,2.2,12000000.0,3.0,Franklin J. Schaffner,George C. Scott,Karl Malden,Bill Hickman,76,654,416,78.0,1306,0,0,76398,258,112.0,8.0,-11999997.0
153,The Ballad of Cable Hogue ,1970,Comedy|Drama|Romance|Western,English,USA,R,121,1.85,3716946.0,3.0,Sam Peckinpah,Slim Pickens,Jason Robards,L.Q. Jones,541,575,372,242.0,1970,357,2,6350,62,31.0,7.3,-3716943.0
154,The Conformist ,1970,Drama,Italian,Italy,R,106,1.66,750000.0,3.0,Bernardo Bertolucci,Jean-Louis Trintignant,Stefania Sandrelli,Dominique Sanda,973,319,90,48.0,500,0,1,17813,101,120.0,8.1,-749997.0
155,The Molly Maguires ,1970,Drama|History,English,USA,PG,124,2.35,11000000.0,3.0,Martin Ritt,Frank Finlay,Anthony Zerbe,Samantha Eggar,58,338,275,104.0,800,608,0,2603,36,13.0,6.9,-10999997.0
156,Tora! Tora! Tora! ,1970,Action|Drama|History|War,English,Japan,G,160,2.35,25000000.0,14500000.0,Richard Fleischer,Joseph Cotten,Richard Anderson,James Whitmore,130,469,377,288.0,1548,0,0,25019,159,79.0,7.5,-10500000.0
157,Waterloo ,1970,Action|Drama|History|War,English,Italy,G,134,2.35,25000000.0,3.0,Sergey Bondarchuk,Rod Steiger,Dan O'Herlihy,Jack Hawkins,27,279,128,87.0,705,690,2,5911,76,16.0,7.3,-24999997.0
158,Woodstock ,1970,Documentary|History|Music,English,USA,R,215,2.2,600000.0,13300000.0,Michael Wadleigh,Joe Cocker,Jimi Hendrix,Joan Baez,14,262,227,136.0,778,0,0,12631,63,53.0,8.1,12700000.0
159,Bananas ,1971,Comedy,English,USA,GP,82,1.37,2000000.0,3.0,Woody Allen,Woody Allen,Charlotte Rae,Louise Lasser,11000,11000,430,167.0,11700,0,3,27646,105,40.0,7.1,-1999997.0
160,Diamonds Are Forever ,1971,Action|Adventure|Thriller,English,UK,GP,120,2.35,7200000.0,43800000.0,Guy Hamilton,Desmond Llewelyn,Lois Maxwell,Jill St. John,82,244,177,175.0,1105,0,2,74249,276,120.0,6.7,36600000.0
161,Escape from the Planet of the Apes ,1971,Action|Sci-Fi,English,USA,G,98,2.35,2500000.0,3.0,Don Taylor,Roddy McDowall,M. Emmet Walsh,Sal Mineo,11,595,521,450.0,2373,819,0,23546,92,74.0,6.3,-2499997.0
162,Fiddler on the Roof ,1971,Drama|Family|Musical|Romance,English,USA,G,181,2.35,9000000.0,50000000.0,Norman Jewison,Topol,Paul Michael Glaser,Rosalind Harris,278,402,343,51.0,934,0,0,29839,150,66.0,8.0,41000000.0
163,Pink Narcissus ,1971,Drama|Fantasy,English,USA,Not Rated,65,1.37,27000.0,8231.0,James Bidgood,Don Brooks,Bobby Kendall,3,0,0,0,3.0,0,85,1,803,16,8.0,6.7,-18769.0
164,Sweet Sweetback's Baadasssss Song ,1971,Crime|Drama|Thriller,English,USA,R,97,1.37,500000.0,15180000.0,Melvin Van Peebles,John Amos,Mario Van Peebles,Melvin Van Peebles,101,982,535,101.0,1631,566,1,3340,50,38.0,5.5,14680000.0
165,The Andromeda Strain ,1971,Sci-Fi|Thriller,English,USA,G,115,2.35,6500000.0,3.0,Robert Wise,David Wayne,Paula Kelly,Eric Christmas,338,116,112,45.0,394,0,0,25857,171,57.0,7.2,-6499997.0
166,The French Connection ,1971,Action|Crime|Drama|Thriller,English,USA,R,104,1.85,1800000.0,3.0,William Friedkin,Roy Scheider,Fernando Rey,Tony Lo Bianco,607,813,165,109.0,1196,0,0,82476,280,138.0,7.8,-1799997.0
167,The French Connection ,1971,Action|Crime|Drama|Thriller,English,USA,R,104,1.85,1800000.0,3.0,William Friedkin,Roy Scheider,Fernando Rey,Tony Lo Bianco,607,813,165,109.0,1196,0,0,82476,280,138.0,7.8,-1799997.0
168,The Night Visitor ,1971,Crime|Horror|Thriller,English,USA,GP,106,3.0,3.0,3.0,Laslo Benedek,Liv Ullmann,Trevor Howard,Andrew Keir,6,440,98,13.0,564,65,1,544,19,14.0,6.8,0.0
169,Willy Wonka & the Chocolate Factory ,1971,Family|Fantasy|Musical,English,USA,G,89,1.33,3000000.0,3.0,Mel Stuart,Peter Ostrum,Jack Albertson,Julie Dawn Cole,21,240,177,124.0,1011,0,1,128334,349,104.0,7.8,-2999997.0
170,1776 ,1972,Drama|Family|History|Musical,English,USA,PG,168,2.35,4000000.0,3.0,Peter H. Hunt,Blythe Danner,Ken Howard,Howard Caine,0,713,649,69.0,1541,0,0,6303,129,34.0,7.6,-3999997.0
171,Conquest of the Planet of the Apes ,1972,Action|Sci-Fi,English,USA,PG,88,2.35,1700000.0,3.0,J. Lee Thompson,Roddy McDowall,Gordon Jump,John Randolph,88,595,70,67.0,941,794,0,23268,95,80.0,6.1,-1699997.0
172,Cries & Whispers ,1972,Drama,Swedish,Sweden,R,91,1.66,400000.0,3.0,Ingmar Bergman,Liv Ullmann,Ingrid Thulin,Erland Josephson,0,440,132,92.0,809,0,0,19964,197,76.0,8.2,-399997.0
173,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,1972,Comedy,English,USA,R,88,1.85,2000000.0,3.0,Woody Allen,Woody Allen,John Carradine,Lynn Redgrave,11000,11000,300,258.0,12034,0,5,31077,78,50.0,6.8,-1999997.0
174,Frenzy ,1972,Thriller,English,UK,R,116,1.85,2000000.0,3.0,Alfred Hitchcock,Bernard Cribbins,Jean Marsh,Clive Swift,13000,195,146,118.0,771,0,0,30982,199,110.0,7.5,-1999997.0
175,Pink Flamingos ,1972,Comedy|Crime|Horror,English,USA,NC-17,108,1.37,10000.0,180483.0,John Waters,Divine,Mink Stole,Edith Massey,0,462,143,105.0,760,0,2,16792,183,73.0,6.1,170483.0
176,Silent Running ,1972,Drama|Sci-Fi,English,USA,GP,89,1.85,1000000.0,3.0,Douglas Trumbull,Bruce Dern,Ron Rifkin,Jesse Vint,136,844,184,42.0,1080,0,1,20678,199,87.0,6.7,-999997.0
177,Solaris ,1972,Drama|Mystery|Sci-Fi,Russian,Soviet Union,PG,115,2.35,1000000.0,3.0,Andrei Tarkovsky,Donatas Banionis,Anatoliy Solonitsyn,Natalya Bondarchuk,0,29,29,12.0,95,0,0,54057,236,144.0,8.1,-999997.0
178,The Godfather ,1972,Crime|Drama,English,USA,R,175,1.85,6000000.0,134821952.0,Francis Ford Coppola,Al Pacino,Marlon Brando,Robert Duvall,0,14000,10000,3000.0,28122,43000,1,1155770,2238,208.0,9.2,128821952.0
179,American Graffiti ,1973,Comedy|Drama|Music,English,USA,PG,112,2.35,777000.0,115000000.0,George Lucas,Harrison Ford,Ron Howard,Mackenzie Phillips,0,11000,2000,425.0,14954,0,1,63839,238,100.0,7.5,114223000.0
180,Battle for the Planet of the Apes ,1973,Action|Sci-Fi,English,USA,G,96,2.35,1800000.0,3.0,J. Lee Thompson,Roddy McDowall,Paul Williams,Claude Akins,88,595,356,196.0,1432,511,4,22764,91,62.0,5.5,-1799997.0
181,High Plains Drifter ,1973,Mystery|Western,English,USA,R,105,2.35,5500000.0,3.0,Clint Eastwood,Clint Eastwood,Richard Bull,John Hillerman,16000,16000,742,258.0,17599,0,0,36381,169,72.0,7.6,-5499997.0
182,Live and Let Die ,1973,Action|Adventure|Thriller,English,UK,PG,121,1.66,7000000.0,35400000.0,Guy Hamilton,Yaphet Kotto,Geoffrey Holder,Clifton James,82,581,547,189.0,1865,0,3,74957,251,136.0,6.8,28400000.0
183,Mean Streets ,1973,Crime|Drama|Romance|Thriller,English,USA,R,112,1.85,500000.0,32645.0,Martin Scorsese,Robert De Niro,David Carradine,David Proval,17000,22000,926,354.0,23737,0,0,67797,223,112.0,7.4,-467355.0
184,Pat Garrett & Billy the Kid ,1973,Biography|Drama|Romance|Western,English,USA,R,106,2.35,4638783.0,3.0,Sam Peckinpah,James Coburn,Bob Dylan,Jason Robards,541,773,476,372.0,2409,0,0,13467,106,54.0,7.4,-4638780.0
185,Sleeper ,1973,Comedy|Sci-Fi,English,USA,PG,89,1.85,2000000.0,3.0,Woody Allen,Woody Allen,John Beck,Mews Small,11000,11000,66,45.0,11192,0,0,33335,128,66.0,7.3,-1999997.0
186,The Exorcist ,1973,Horror,English,USA,R,132,1.37,8000000.0,204565000.0,William Friedkin,Ellen Burstyn,Linda Blair,Lee J. Cobb,607,1000,931,259.0,2466,18000,0,284252,1058,304.0,8.0,196565000.0
187,The Sting ,1973,Comedy|Crime|Drama,English,USA,PG,129,1.85,5500000.0,159600000.0,George Roy Hill,Eileen Brennan,Robert Shaw,Ray Walston,131,1000,559,417.0,2387,0,0,175607,252,119.0,8.3,154100000.0
188,Benji ,1974,Adventure|Family|Romance,English,USA,G,86,1.85,500000.0,39552600.0,Joe Camp,Frances Bavier,Peter Breck,Edgar Buchanan,24,407,189,142.0,1090,816,0,3411,36,5.0,6.1,39052600.0
189,Blazing Saddles ,1974,Comedy|Western,English,USA,R,93,2.35,2600000.0,119500000.0,Mel Brooks,Madeline Kahn,David Huddleston,Harvey Korman,0,1000,1000,628.0,4701,12000,0,95294,363,121.0,7.8,116900000.0
190,The Conversation ,1974,Drama|Mystery|Thriller,English,USA,PG,113,1.37,1600000.0,3.0,Francis Ford Coppola,Harrison Ford,Teri Garr,Cindy Williams,0,11000,481,324.0,12157,6000,2,74651,313,149.0,7.9,-1599997.0
191,The Front Page ,1974,Comedy|Drama|Romance,English,USA,PG,105,2.35,4000000.0,3.0,Billy Wilder,Austin Pendleton,Harold Gould,David Wayne,0,597,222,116.0,1218,661,2,9007,50,34.0,7.3,-3999997.0
192,The Godfather: Part II ,1974,Crime|Drama,English,USA,R,220,1.85,13000000.0,57300000.0,Francis Ford Coppola,Robert De Niro,Al Pacino,Robert Duvall,0,22000,14000,3000.0,39960,14000,1,790926,650,149.0,9.0,44300000.0
193,The Man with the Golden Gun ,1974,Action|Adventure|Thriller,English,UK,PG,125,1.66,13000000.0,21000000.0,Guy Hamilton,Christopher Lee,Hervé Villechaize,Desmond Llewelyn,82,16000,387,244.0,17611,2000,3,73950,258,118.0,6.8,8000000.0
194,The Texas Chain Saw Massacre ,1974,Horror|Thriller,English,USA,R,88,1.85,83532.0,30859000.0,Tobe Hooper,Gunnar Hansen,Edwin Neal,Marilyn Burns,365,383,371,177.0,1094,0,0,96410,826,277.0,7.5,30775468.0
195,The Texas Chain Saw Massacre ,1974,Horror|Thriller,English,USA,R,88,1.85,83532.0,30859000.0,Tobe Hooper,Gunnar Hansen,Edwin Neal,Marilyn Burns,365,383,371,177.0,1094,0,0,96411,826,277.0,7.5,30775468.0
196,Young Frankenstein ,1974,Comedy,English,USA,PG,106,1.85,2800000.0,86300000.0,Mel Brooks,Madeline Kahn,Peter Boyle,Teri Garr,0,1000,595,481.0,2703,14000,0,112671,315,129.0,8.0,83500000.0
197,Barry Lyndon ,1975,Adventure|Drama|History|War,English,UK,PG,184,1.66,11000000.0,3.0,Stanley Kubrick,Ryan O'Neal,Steven Berkoff,Hardy Krüger,0,385,293,111.0,1104,0,0,101627,369,124.0,8.1,-10999997.0
198,Death Race 2000 ,1975,Action|Comedy|Sci-Fi|Sport,English,USA,R,80,1.85,300000.0,3.0,Paul Bartel,Sylvester Stallone,David Carradine,Martin Kove,43,13000,926,668.0,14950,0,0,19875,147,164.0,6.2,-299997.0
199,Jaws ,1975,Adventure|Drama|Thriller,English,USA,PG,130,2.35,8000000.0,260000000.0,Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton,14000,813,559,366.0,2047,21000,0,412454,962,385.0,8.0,252000000.0
200,Monty Python and the Holy Grail ,1975,Adventure|Comedy|Fantasy,English,UK,PG,91,1.66,229575.0,1229197.0,Terry Gilliam,Eric Idle,Michael Palin,Terry Jones,0,795,561,332.0,2158,14000,0,382240,660,131.0,8.3,999622.0
201,One Flew Over the Cuckoo's Nest ,1975,Drama,English,USA,R,133,1.85,4400000.0,112000000.0,Milos Forman,Scatman Crothers,Michael Berryman,Louise Fletcher,869,888,721,425.0,2176,32000,0,680041,760,149.0,8.7,107600000.0
202,The Return of the Pink Panther ,1975,Comedy|Crime|Mystery,English,UK,G,113,2.35,5000000.0,3.0,Blake Edwards,Burt Kwouk,Herbert Lom,Catherine Schell,688,462,278,80.0,971,620,0,19596,73,33.0,7.1,-4999997.0
203,Family Plot ,1976,Comedy|Thriller,English,USA,PG,120,1.85,4490375.0,3.0,Alfred Hitchcock,Ed Lauter,Bruce Dern,William Devane,13000,897,844,416.0,2811,609,1,15293,111,67.0,6.8,-4490372.0
204,Logan's Run ,1976,Action|Adventure|Sci-Fi,English,USA,PG,119,2.35,9000000.0,25000000.0,Michael Anderson,Farrah Fawcett,Jenny Agutter,Peter Ustinov,23,1000,659,440.0,2951,0,1,39847,242,112.0,6.8,16000000.0
205,Network ,1976,Drama|Romance,English,USA,R,121,1.85,3800000.0,3.0,Sidney Lumet,Robert Duvall,Faye Dunaway,William Holden,0,3000,977,682.0,5987,17000,0,103493,317,161.0,8.1,-3799997.0
206,Robin and Marian ,1976,Adventure|Drama|Romance,English,USA,PG,106,1.85,5000000.0,3.0,Richard Lester,Robert Shaw,Denholm Elliott,Nicol Williamson,44,559,249,136.0,1199,672,10,8930,90,27.0,6.6,-4999997.0
207,Rocky ,1976,Drama|Sport,English,USA,PG,145,1.33,960000.0,117235247.0,John G. Avildsen,Sylvester Stallone,Burgess Meredith,Carl Weathers,80,13000,1000,794.0,16094,0,0,375240,542,141.0,8.1,116275247.0
208,Silent Movie ,1976,Comedy|Romance,3,USA,PG,87,1.85,4400000.0,3.0,Mel Brooks,Sid Caesar,Dom DeLuise,Bernadette Peters,0,898,842,753.0,2951,629,0,12666,61,39.0,6.7,-4399997.0
209,Taxi Driver ,1976,Crime|Drama,English,USA,R,110,1.85,1300000.0,3.0,Martin Scorsese,Robert De Niro,Albert Brooks,Peter Boyle,17000,22000,745,595.0,23525,35000,1,507063,881,211.0,8.3,-1299997.0
210,The Bad News Bears ,1976,Comedy|Drama|Family|Sport,English,USA,PG,102,1.85,3.0,3.0,Michael Ritchie,Tatum O'Neal,Vic Morrow,Joyce Van Patten,23,288,257,57.0,677,0,1,16323,91,40.0,7.3,0.0
211,The Omen ,1976,Fantasy|Horror|Mystery,English,UK,R,107,2.35,2800000.0,3.0,Richard Donner,Lee Remick,Patrick Troughton,Billie Whitelaw,503,264,139,108.0,673,7000,2,80958,310,154.0,7.6,-2799997.0
212,The Omen ,1976,Fantasy|Horror|Mystery,English,UK,R,107,2.35,2800000.0,3.0,Richard Donner,Lee Remick,Patrick Troughton,Billie Whitelaw,503,264,139,108.0,673,7000,2,80961,310,154.0,7.6,-2799997.0
213,A Bridge Too Far ,1977,Drama|History|War,English,USA,PG,175,2.35,26000000.0,50800000.0,Richard Attenborough,Ryan O'Neal,Dirk Bogarde,Wolfgang Preiss,0,385,232,14.0,669,0,14,40277,210,56.0,7.4,24800000.0
214,Annie Hall ,1977,Comedy|Romance,English,USA,PG,93,1.37,4000000.0,39200000.0,Woody Allen,Woody Allen,Carol Kane,Shelley Duvall,11000,11000,636,629.0,12691,0,0,192940,491,154.0,8.1,35200000.0
215,Capricorn One ,1977,Action|Sci-Fi|Thriller,English,USA,PG,130,2.35,5000000.0,3.0,Peter Hyams,David Huddleston,Sam Waterston,Hal Holbrook,0,1000,849,826.0,5191,2000,0,15988,153,64.0,6.8,-4999997.0
216,Close Encounters of the Third Kind ,1977,Drama|Sci-Fi,English,USA,PG,135,2.35,19400870.0,128300000.0,Steven Spielberg,Bob Balaban,Teri Garr,Melinda Dillon,14000,559,481,252.0,1591,0,0,139288,339,171.0,7.7,108899130.0
217,Damnation Alley ,1977,Sci-Fi,English,USA,PG,91,2.35,17000000.0,3.0,Jack Smight,George Peppard,Jan-Michael Vincent,Paul Winfield,22,669,642,255.0,1769,903,0,3701,71,41.0,5.2,-16999997.0
